id,date,parsed_on,updated_at
1581,2021-07-06,2021-07-07 20:57:01.6900000 +00:00,2021-07-07 20:57:01.6900000 +00:00
1582,2021-07-05,2021-07-07 20:57:01.6900000 +00:00,2021-07-07 20:57:01.6900000 +00:00
1583,2021-07-04,2021-07-07 20:57:01.6900000 +00:00,2021-07-07 20:57:01.6900000 +00:00
1584,2021-07-03,2021-07-07 20:57:01.6900000 +00:00,2021-07-07 20:57:01.6900000 +00:00
1608,2021-07-08,2021-07-08 19:36:02.8840000 +00:00,2021-07-08 19:36:02.8840000 +00:00
1629,2021-07-09,2021-07-09 15:59:59.4640000 +00:00,2021-07-09 15:59:59.4640000 +00:00
1711,2021-07-12,2021-07-12 16:01:51.2070000 +00:00,2021-07-12 16:01:51.2070000 +00:00
1712,2021-07-11,2021-07-12 16:01:51.2070000 +00:00,2021-07-12 16:01:51.2070000 +00:00
1713,2021-07-10,2021-07-12 16:01:51.2070000 +00:00,2021-07-12 16:01:51.2070000 +00:00
1738,2021-07-13,2021-07-13 16:06:12.4800000 +00:00,2021-07-13 16:06:12.4800000 +00:00
1767,2021-07-14,2021-07-14 20:08:08.6850000 +00:00,2021-07-14 20:08:08.6850000 +00:00
1968,2021-07-19,2021-07-19 16:44:49.0070000 +00:00,2021-07-19 16:44:49.0070000 +00:00
1969,2021-07-18,2021-07-19 16:44:49.0070000 +00:00,2021-07-19 16:44:49.0070000 +00:00
1970,2021-07-17,2021-07-19 16:44:49.0080000 +00:00,2021-07-19 16:44:49.0080000 +00:00
1971,2021-07-16,2021-07-19 16:44:49.0080000 +00:00,2021-07-19 16:44:49.0080000 +00:00
1972,2021-07-15,2021-07-19 16:44:49.0080000 +00:00,2021-07-19 16:44:49.0080000 +00:00
2061,2021-07-22,2021-07-22 19:20:54.0140000 +00:00,2021-07-22 19:20:54.0140000 +00:00
2062,2021-07-21,2021-07-22 19:20:54.0150000 +00:00,2021-07-22 19:20:54.0150000 +00:00
2063,2021-07-20,2021-07-22 19:20:54.0150000 +00:00,2021-07-22 19:20:54.0150000 +00:00
2087,2021-07-23,2021-07-23 18:42:52.7490000 +00:00,2021-07-23 18:42:52.7490000 +00:00
2175,2021-07-26,2021-07-26 20:04:25.7360000 +00:00,2021-07-26 20:04:25.7360000 +00:00
2176,2021-07-25,2021-07-26 20:04:25.7360000 +00:00,2021-07-26 20:04:25.7360000 +00:00
2177,2021-07-24,2021-07-26 20:04:25.7360000 +00:00,2021-07-26 20:04:25.7360000 +00:00
2201,2021-07-27,2021-07-27 19:25:05.3480000 +00:00,2021-07-27 19:25:05.3480000 +00:00
3674,2021-08-06,2021-08-08 13:59:22.1510000 +00:00,2021-08-08 13:59:22.1510000 +00:00
3675,2021-08-05,2021-08-08 13:59:22.1510000 +00:00,2021-08-08 13:59:22.1510000 +00:00
3676,2021-08-04,2021-08-08 13:59:22.1520000 +00:00,2021-08-08 13:59:22.1520000 +00:00
3677,2021-08-03,2021-08-08 13:59:22.1520000 +00:00,2021-08-08 13:59:22.1520000 +00:00
3678,2021-08-02,2021-08-08 13:59:22.1520000 +00:00,2021-08-08 13:59:22.1520000 +00:00
3679,2021-08-01,2021-08-08 13:59:22.1520000 +00:00,2021-08-08 13:59:22.1520000 +00:00
3680,2021-07-31,2021-08-08 13:59:22.1520000 +00:00,2021-08-08 13:59:22.1520000 +00:00
3681,2021-07-30,2021-08-08 13:59:22.1520000 +00:00,2021-08-08 13:59:22.1520000 +00:00
3682,2021-07-29,2021-08-08 13:59:22.1520000 +00:00,2021-08-08 13:59:22.1520000 +00:00
3683,2021-07-28,2021-08-08 13:59:22.1530000 +00:00,2021-08-08 13:59:22.1530000 +00:00
3747,2021-08-10,2021-08-10 14:51:05.3270000 +00:00,2021-08-10 14:51:05.3270000 +00:00
3748,2021-08-09,2021-08-10 14:51:05.3270000 +00:00,2021-08-10 14:51:05.3270000 +00:00
3749,2021-08-08,2021-08-10 14:51:05.3270000 +00:00,2021-08-10 14:51:05.3270000 +00:00
3750,2021-08-07,2021-08-10 14:51:05.3280000 +00:00,2021-08-10 14:51:05.3280000 +00:00
3801,2021-08-12,2021-08-12 14:02:08.5460000 +00:00,2021-08-12 14:02:08.5460000 +00:00
3802,2021-08-11,2021-08-12 14:02:08.5470000 +00:00,2021-08-12 14:02:08.5470000 +00:00
3831,2021-08-13,2021-08-13 18:59:26.0770000 +00:00,2021-08-13 18:59:26.0770000 +00:00
3901,2021-08-16,2021-08-16 13:49:41.5770000 +00:00,2021-08-16 13:49:41.5770000 +00:00
3902,2021-08-15,2021-08-16 13:49:41.5780000 +00:00,2021-08-16 13:49:41.5780000 +00:00
3903,2021-08-14,2021-08-16 13:49:41.5780000 +00:00,2021-08-16 13:49:41.5780000 +00:00
3956,2021-08-18,2021-08-18 15:13:53.1250000 +00:00,2021-08-18 15:13:53.1250000 +00:00
3957,2021-08-17,2021-08-18 15:13:53.1260000 +00:00,2021-08-18 15:13:53.1260000 +00:00
3988,2021-08-19,2021-08-19 22:35:38.0110000 +00:00,2021-08-19 22:35:38.0110000 +00:00
4004,2021-08-20,2021-08-20 13:41:27.6910000 +00:00,2021-08-20 13:41:27.6910000 +00:00
4169,2021-08-24,2021-08-24 18:55:36.0550000 +00:00,2021-08-24 18:55:36.0550000 +00:00
4170,2021-08-23,2021-08-24 18:55:36.0550000 +00:00,2021-08-24 18:55:36.0550000 +00:00
4171,2021-08-22,2021-08-24 18:55:36.0550000 +00:00,2021-08-24 18:55:36.0550000 +00:00
4172,2021-08-21,2021-08-24 18:55:36.0550000 +00:00,2021-08-24 18:55:36.0550000 +00:00
4283,2021-08-27,2021-08-27 19:55:19.7490000 +00:00,2021-08-27 19:55:19.7490000 +00:00
4284,2021-08-26,2021-08-27 19:55:19.7500000 +00:00,2021-08-27 19:55:19.7500000 +00:00
4285,2021-08-25,2021-08-27 19:55:19.7500000 +00:00,2021-08-27 19:55:19.7500000 +00:00
4360,2021-08-30,2021-08-30 15:57:32.4340000 +00:00,2021-08-30 15:57:32.4340000 +00:00
4361,2021-08-29,2021-08-30 15:57:32.4340000 +00:00,2021-08-30 15:57:32.4340000 +00:00
4362,2021-08-28,2021-08-30 15:57:32.4340000 +00:00,2021-08-30 15:57:32.4340000 +00:00
4387,2021-08-31,2021-08-31 15:08:12.7930000 +00:00,2021-08-31 15:08:12.7930000 +00:00
4410,2021-09-01,2021-09-01 13:57:14.7710000 +00:00,2021-09-01 13:57:14.7710000 +00:00
4437,2021-09-02,2021-09-02 15:33:54.0680000 +00:00,2021-09-02 15:33:54.0680000 +00:00
4692,2021-09-08,2021-09-08 15:20:01.1780000 +00:00,2021-09-08 15:20:01.1780000 +00:00
4693,2021-09-07,2021-09-08 15:20:01.1780000 +00:00,2021-09-08 15:20:01.1780000 +00:00
4694,2021-09-06,2021-09-08 15:20:01.1780000 +00:00,2021-09-08 15:20:01.1780000 +00:00
4695,2021-09-05,2021-09-08 15:20:01.1780000 +00:00,2021-09-08 15:20:01.1780000 +00:00
4696,2021-09-04,2021-09-08 15:20:01.1780000 +00:00,2021-09-08 15:20:01.1780000 +00:00
4697,2021-09-03,2021-09-08 15:20:01.1790000 +00:00,2021-09-08 15:20:01.1790000 +00:00
4721,2021-09-09,2021-09-09 14:16:22.6040000 +00:00,2021-09-09 14:16:22.6040000 +00:00
4752,2021-09-10,2021-09-10 20:13:56.1020000 +00:00,2021-09-10 20:13:56.1020000 +00:00
4905,2021-09-14,2021-09-14 16:13:40.2380000 +00:00,2021-09-14 16:13:40.2380000 +00:00
4906,2021-09-13,2021-09-14 16:13:40.2380000 +00:00,2021-09-14 16:13:40.2380000 +00:00
4907,2021-09-12,2021-09-14 16:13:40.2390000 +00:00,2021-09-14 16:13:40.2390000 +00:00
4908,2021-09-11,2021-09-14 16:13:40.2390000 +00:00,2021-09-14 16:13:40.2390000 +00:00
4935,2021-09-15,2021-09-15 18:19:49.0720000 +00:00,2021-09-15 18:19:49.0720000 +00:00
4958,2021-09-16,2021-09-16 16:18:55.5370000 +00:00,2021-09-16 16:18:55.5370000 +00:00
5182,2021-09-21,2021-09-21 20:01:22.2500000 +00:00,2021-09-21 20:01:22.2500000 +00:00
5183,2021-09-20,2021-09-21 20:01:22.2500000 +00:00,2021-09-21 20:01:22.2500000 +00:00
5184,2021-09-19,2021-09-21 20:01:22.2500000 +00:00,2021-09-21 20:01:22.2500000 +00:00
5185,2021-09-18,2021-09-21 20:01:22.2500000 +00:00,2021-09-21 20:01:22.2500000 +00:00
5186,2021-09-17,2021-09-21 20:01:22.2500000 +00:00,2021-09-21 20:01:22.2500000 +00:00
5206,2021-09-22,2021-09-22 15:10:28.6400000 +00:00,2021-09-22 15:10:28.6400000 +00:00
5230,2021-09-23,2021-09-23 14:33:34.3990000 +00:00,2021-09-23 14:33:34.3990000 +00:00
5233,2021-09-27,2021-09-27 13:00:13.2670000 +00:00,2021-09-27 13:00:13.2670000 +00:00
5234,2021-09-26,2021-09-27 13:00:13.2670000 +00:00,2021-09-27 13:00:13.2670000 +00:00
5235,2021-09-25,2021-09-27 13:00:13.2670000 +00:00,2021-09-27 13:00:13.2670000 +00:00
5236,2021-09-24,2021-09-27 13:00:13.2680000 +00:00,2021-09-27 13:00:13.2680000 +00:00
5237,2021-09-28,2021-09-28 13:00:09.4060000 +00:00,2021-09-28 13:00:09.4060000 +00:00
5238,2021-09-29,2021-09-29 13:00:09.2630000 +00:00,2021-09-29 13:00:09.2630000 +00:00
5239,2021-09-30,2021-09-30 13:00:09.1570000 +00:00,2021-09-30 13:00:09.1570000 +00:00
5240,2021-10-01,2021-10-01 14:00:09.8430000 +00:00,2021-10-01 14:00:09.8430000 +00:00
5241,2021-10-04,2021-10-04 13:00:11.5280000 +00:00,2021-10-04 13:00:11.5280000 +00:00
5242,2021-10-03,2021-10-04 13:00:11.5290000 +00:00,2021-10-04 13:00:11.5290000 +00:00
5243,2021-10-02,2021-10-04 13:00:11.5290000 +00:00,2021-10-04 13:00:11.5290000 +00:00
5244,2021-10-05,2021-10-05 13:00:09.0790000 +00:00,2021-10-05 13:00:09.0790000 +00:00
5245,2021-10-06,2021-10-06 13:00:09.2360000 +00:00,2021-10-06 13:00:09.2360000 +00:00
5246,2021-10-07,2021-10-07 14:00:08.9950000 +00:00,2021-10-07 14:00:08.9950000 +00:00
5247,2021-10-08,2021-10-08 13:00:09.4290000 +00:00,2021-10-08 13:00:09.4290000 +00:00
5248,2021-10-11,2021-10-11 13:00:13.2140000 +00:00,2021-10-11 13:00:13.2140000 +00:00
5249,2021-10-10,2021-10-11 13:00:13.2150000 +00:00,2021-10-11 13:00:13.2150000 +00:00
5250,2021-10-09,2021-10-11 13:00:13.2150000 +00:00,2021-10-11 13:00:13.2150000 +00:00
5251,2021-10-12,2021-10-12 13:00:10.7510000 +00:00,2021-10-12 13:00:10.7510000 +00:00
5252,2021-10-13,2021-10-13 13:00:14.2280000 +00:00,2021-10-13 13:00:14.2280000 +00:00
5253,2021-10-14,2021-10-14 14:00:09.9700000 +00:00,2021-10-14 14:00:09.9700000 +00:00
5254,2021-10-15,2021-10-15 13:00:10.1290000 +00:00,2021-10-15 13:00:10.1290000 +00:00
5255,2021-10-18,2021-10-18 13:00:12.3230000 +00:00,2021-10-18 13:00:12.3230000 +00:00
5256,2021-10-17,2021-10-18 13:00:12.3230000 +00:00,2021-10-18 13:00:12.3230000 +00:00
5257,2021-10-16,2021-10-18 13:00:12.3240000 +00:00,2021-10-18 13:00:12.3240000 +00:00
5258,2021-10-19,2021-10-19 13:00:08.8270000 +00:00,2021-10-19 13:00:08.8270000 +00:00
5259,2021-10-20,2021-10-20 11:00:09.8220000 +00:00,2021-10-20 11:00:09.8220000 +00:00
5260,2021-10-21,2021-10-21 13:00:13.0050000 +00:00,2021-10-21 13:00:13.0050000 +00:00
5261,2021-10-22,2021-10-22 13:00:09.6890000 +00:00,2021-10-22 13:00:09.6890000 +00:00
5262,2021-10-25,2021-10-25 13:00:12.2890000 +00:00,2021-10-25 13:00:12.2890000 +00:00
5263,2021-10-24,2021-10-25 13:00:12.2900000 +00:00,2021-10-25 13:00:12.2900000 +00:00
5264,2021-10-23,2021-10-25 13:00:12.2900000 +00:00,2021-10-25 13:00:12.2900000 +00:00
5265,2021-10-26,2021-10-26 14:00:09.2660000 +00:00,2021-10-26 14:00:09.2660000 +00:00
5266,2021-10-27,2021-10-27 13:00:10.0460000 +00:00,2021-10-27 13:00:10.0460000 +00:00
5267,2021-10-28,2021-10-28 13:00:09.0540000 +00:00,2021-10-28 13:00:09.0540000 +00:00
58163,2022-04-05,2022-04-05 16:16:30.2880000 +00:00,2022-04-05 16:16:30.2880000 +00:00
58164,2022-04-04,2022-04-05 16:16:30.2890000 +00:00,2022-04-05 16:16:30.2890000 +00:00
58165,2022-04-03,2022-04-05 16:16:30.2890000 +00:00,2022-04-05 16:16:30.2890000 +00:00
58166,2022-04-02,2022-04-05 16:16:30.2890000 +00:00,2022-04-05 16:16:30.2890000 +00:00
58167,2022-04-01,2022-04-05 16:16:30.2900000 +00:00,2022-04-05 16:16:30.2900000 +00:00
58168,2022-03-31,2022-04-05 16:16:30.2900000 +00:00,2022-04-05 16:16:30.2900000 +00:00
58169,2022-03-30,2022-04-05 16:16:30.2900000 +00:00,2022-04-05 16:16:30.2900000 +00:00
58170,2022-03-29,2022-04-05 16:16:30.2900000 +00:00,2022-04-05 16:16:30.2900000 +00:00
58171,2022-03-28,2022-04-05 16:16:30.2900000 +00:00,2022-04-05 16:16:30.2900000 +00:00
58172,2022-03-27,2022-04-05 16:16:30.2910000 +00:00,2022-04-05 16:16:30.2910000 +00:00
58173,2022-03-26,2022-04-05 16:16:30.2910000 +00:00,2022-04-05 16:16:30.2910000 +00:00
58174,2022-03-25,2022-04-05 16:16:30.2910000 +00:00,2022-04-05 16:16:30.2910000 +00:00
58175,2022-03-24,2022-04-05 16:16:30.2910000 +00:00,2022-04-05 16:16:30.2910000 +00:00
58176,2022-03-23,2022-04-05 16:16:30.2910000 +00:00,2022-04-05 16:16:30.2910000 +00:00
58177,2022-03-22,2022-04-05 16:16:30.2920000 +00:00,2022-04-05 16:16:30.2920000 +00:00
58178,2022-03-21,2022-04-05 16:16:30.2920000 +00:00,2022-04-05 16:16:30.2920000 +00:00
58179,2022-03-20,2022-04-05 16:16:30.2930000 +00:00,2022-04-05 16:16:30.2930000 +00:00
58180,2022-03-19,2022-04-05 16:16:30.2930000 +00:00,2022-04-05 16:16:30.2930000 +00:00
58181,2022-03-18,2022-04-05 16:16:30.2930000 +00:00,2022-04-05 16:16:30.2930000 +00:00
58182,2022-03-17,2022-04-05 16:16:30.2930000 +00:00,2022-04-05 16:16:30.2930000 +00:00
58183,2022-03-16,2022-04-05 16:16:30.2940000 +00:00,2022-04-05 16:16:30.2940000 +00:00
58184,2022-03-15,2022-04-05 16:16:30.2940000 +00:00,2022-04-05 16:16:30.2940000 +00:00
58185,2022-03-14,2022-04-05 16:16:30.2940000 +00:00,2022-04-05 16:16:30.2940000 +00:00
58186,2022-03-13,2022-04-05 16:16:30.2940000 +00:00,2022-04-05 16:16:30.2940000 +00:00
58187,2022-03-12,2022-04-05 16:16:30.2950000 +00:00,2022-04-05 16:16:30.2950000 +00:00
58188,2022-03-11,2022-04-05 16:16:30.2950000 +00:00,2022-04-05 16:16:30.2950000 +00:00
58189,2022-03-10,2022-04-05 16:16:30.2960000 +00:00,2022-04-05 16:16:30.2960000 +00:00
58190,2022-03-09,2022-04-05 16:16:30.2960000 +00:00,2022-04-05 16:16:30.2960000 +00:00
58191,2022-03-08,2022-04-05 16:16:30.2960000 +00:00,2022-04-05 16:16:30.2960000 +00:00
58192,2022-03-07,2022-04-05 16:16:30.2960000 +00:00,2022-04-05 16:16:30.2960000 +00:00
58193,2022-04-06,2022-04-06 13:00:02.3550000 +00:00,2022-04-06 13:00:02.3550000 +00:00
58194,2022-04-07,2022-04-07 13:00:03.2160000 +00:00,2022-04-07 13:00:03.2160000 +00:00
58195,2022-04-08,2022-04-08 13:00:03.6460000 +00:00,2022-04-08 13:00:03.6460000 +00:00
58196,2022-04-11,2022-04-11 13:00:10.2200000 +00:00,2022-04-11 13:00:10.2200000 +00:00
58197,2022-04-10,2022-04-11 13:00:10.2210000 +00:00,2022-04-11 13:00:10.2210000 +00:00
58198,2022-04-09,2022-04-11 13:00:10.2210000 +00:00,2022-04-11 13:00:10.2210000 +00:00
58199,2022-04-12,2022-04-12 13:00:02.7390000 +00:00,2022-04-12 13:00:02.7390000 +00:00
58200,2022-04-13,2022-04-13 13:00:02.8140000 +00:00,2022-04-13 13:00:02.8140000 +00:00
58201,2022-04-14,2022-04-14 13:00:02.8180000 +00:00,2022-04-14 13:00:02.8180000 +00:00
58202,2022-04-15,2022-04-15 13:00:02.1670000 +00:00,2022-04-15 13:00:02.1670000 +00:00
58203,2022-04-18,2022-04-18 13:00:08.9910000 +00:00,2022-04-18 13:00:08.9910000 +00:00
58204,2022-04-17,2022-04-18 13:00:08.9920000 +00:00,2022-04-18 13:00:08.9920000 +00:00
58205,2022-04-16,2022-04-18 13:00:08.9920000 +00:00,2022-04-18 13:00:08.9920000 +00:00
58206,2022-04-19,2022-04-19 12:00:05.1810000 +00:00,2022-04-19 12:00:05.1810000 +00:00
58207,2022-04-20,2022-04-20 14:00:03.4650000 +00:00,2022-04-20 14:00:03.4650000 +00:00
58208,2022-04-21,2022-04-21 15:00:02.5630000 +00:00,2022-04-21 15:00:02.5630000 +00:00
58209,2022-04-22,2022-04-22 14:00:01.2320000 +00:00,2022-04-22 14:00:01.2320000 +00:00
58210,2022-04-25,2022-04-25 13:00:06.8080000 +00:00,2022-04-25 13:00:06.8080000 +00:00
58211,2022-04-24,2022-04-25 13:00:06.8080000 +00:00,2022-04-25 13:00:06.8080000 +00:00
58212,2022-04-23,2022-04-25 13:00:06.8080000 +00:00,2022-04-25 13:00:06.8080000 +00:00
58213,2022-04-26,2022-04-26 12:59:59.1510000 +00:00,2022-04-26 12:59:59.1510000 +00:00
58214,2022-04-27,2022-04-27 13:59:57.8810000 +00:00,2022-04-27 13:59:57.8810000 +00:00
58215,2022-04-28,2022-04-28 13:59:57.6790000 +00:00,2022-04-28 13:59:57.6790000 +00:00
58216,2022-04-29,2022-04-29 13:59:57.2420000 +00:00,2022-04-29 13:59:57.2420000 +00:00
58217,2022-05-02,2022-05-02 13:00:01.6480000 +00:00,2022-05-02 13:00:01.6480000 +00:00
58218,2022-05-01,2022-05-02 13:00:01.6490000 +00:00,2022-05-02 13:00:01.6490000 +00:00
58219,2022-04-30,2022-05-02 13:00:01.6490000 +00:00,2022-05-02 13:00:01.6490000 +00:00
58220,2022-05-03,2022-05-03 13:59:55.7900000 +00:00,2022-05-03 13:59:55.7900000 +00:00
58221,2022-05-04,2022-05-04 12:59:53.0870000 +00:00,2022-05-04 12:59:53.0870000 +00:00
58222,2022-05-05,2022-05-05 12:59:53.4920000 +00:00,2022-05-05 12:59:53.4920000 +00:00
58223,2022-05-06,2022-05-06 12:59:53.1250000 +00:00,2022-05-06 12:59:53.1250000 +00:00
58224,2022-05-09,2022-05-09 12:59:58.5050000 +00:00,2022-05-09 12:59:58.5050000 +00:00
58225,2022-05-08,2022-05-09 12:59:58.5050000 +00:00,2022-05-09 12:59:58.5050000 +00:00
58226,2022-05-07,2022-05-09 12:59:58.5050000 +00:00,2022-05-09 12:59:58.5050000 +00:00
58227,2022-05-10,2022-05-10 12:59:49.4350000 +00:00,2022-05-10 12:59:49.4350000 +00:00
58228,2022-05-11,2022-05-11 12:59:49.5100000 +00:00,2022-05-11 12:59:49.5100000 +00:00
58229,2022-05-12,2022-05-12 12:59:48.3260000 +00:00,2022-05-12 12:59:48.3260000 +00:00
58230,2022-05-13,2022-05-13 12:59:46.9200000 +00:00,2022-05-13 12:59:46.9200000 +00:00
58231,2022-05-16,2022-05-16 12:59:52.2890000 +00:00,2022-05-16 12:59:52.2890000 +00:00
58232,2022-05-15,2022-05-16 12:59:52.2900000 +00:00,2022-05-16 12:59:52.2900000 +00:00
58233,2022-05-14,2022-05-16 12:59:52.2900000 +00:00,2022-05-16 12:59:52.2900000 +00:00
58234,2022-05-17,2022-05-17 12:59:45.1160000 +00:00,2022-05-17 12:59:45.1160000 +00:00
58235,2022-05-18,2022-05-18 12:59:44.6180000 +00:00,2022-05-18 12:59:44.6180000 +00:00
58236,2022-05-19,2022-05-19 12:59:44.0790000 +00:00,2022-05-19 12:59:44.0790000 +00:00
58237,2022-05-20,2022-05-20 12:59:42.7710000 +00:00,2022-05-20 12:59:42.7710000 +00:00
58238,2022-05-23,2022-05-23 12:59:48.8720000 +00:00,2022-05-23 12:59:48.8720000 +00:00
58239,2022-05-22,2022-05-23 12:59:48.8720000 +00:00,2022-05-23 12:59:48.8720000 +00:00
58240,2022-05-21,2022-05-23 12:59:48.8720000 +00:00,2022-05-23 12:59:48.8720000 +00:00
58241,2022-05-24,2022-05-24 12:59:40.5340000 +00:00,2022-05-24 12:59:40.5340000 +00:00
58242,2022-05-25,2022-05-25 12:59:40.2480000 +00:00,2022-05-25 12:59:40.2480000 +00:00
58243,2022-05-26,2022-05-26 12:59:39.8330000 +00:00,2022-05-26 12:59:39.8330000 +00:00
58244,2022-05-27,2022-05-27 12:59:37.7690000 +00:00,2022-05-27 12:59:37.7690000 +00:00
58245,2022-05-31,2022-05-31 12:59:56.1040000 +00:00,2022-05-31 12:59:56.1040000 +00:00
58246,2022-05-30,2022-05-31 12:59:56.1040000 +00:00,2022-05-31 12:59:56.1040000 +00:00
58247,2022-05-29,2022-05-31 12:59:56.1040000 +00:00,2022-05-31 12:59:56.1040000 +00:00
58248,2022-05-28,2022-05-31 12:59:56.1040000 +00:00,2022-05-31 12:59:56.1040000 +00:00
58249,2022-06-01,2022-06-01 12:59:35.9720000 +00:00,2022-06-01 12:59:35.9720000 +00:00
58250,2022-06-02,2022-06-02 12:59:34.9120000 +00:00,2022-06-02 12:59:34.9120000 +00:00
58251,2022-06-03,2022-06-03 12:59:34.8360000 +00:00,2022-06-03 12:59:34.8360000 +00:00
58252,2022-06-06,2022-06-06 13:59:38.5790000 +00:00,2022-06-06 13:59:38.5790000 +00:00
58253,2022-06-05,2022-06-06 13:59:38.5800000 +00:00,2022-06-06 13:59:38.5800000 +00:00
58254,2022-06-04,2022-06-06 13:59:38.5800000 +00:00,2022-06-06 13:59:38.5800000 +00:00
58255,2022-06-08,2022-06-08 12:59:33.9780000 +00:00,2022-06-08 12:59:33.9780000 +00:00
58256,2022-06-07,2022-06-08 12:59:33.9790000 +00:00,2022-06-08 12:59:33.9790000 +00:00
58257,2022-06-09,2022-06-09 12:59:30.3360000 +00:00,2022-06-09 12:59:30.3360000 +00:00
58258,2022-06-10,2022-06-10 12:59:29.1150000 +00:00,2022-06-10 12:59:29.1150000 +00:00
58259,2022-06-13,2022-06-13 12:59:34.3370000 +00:00,2022-06-13 12:59:34.3370000 +00:00
58260,2022-06-12,2022-06-13 12:59:34.3380000 +00:00,2022-06-13 12:59:34.3380000 +00:00
58261,2022-06-11,2022-06-13 12:59:34.3380000 +00:00,2022-06-13 12:59:34.3380000 +00:00
58262,2022-06-14,2022-06-14 12:59:27.2110000 +00:00,2022-06-14 12:59:27.2110000 +00:00
58263,2022-06-15,2022-06-15 12:59:25.7530000 +00:00,2022-06-15 12:59:25.7530000 +00:00
58264,2022-06-16,2022-06-16 12:59:25.4990000 +00:00,2022-06-16 12:59:25.4990000 +00:00
58265,2022-06-17,2022-06-17 12:59:24.7530000 +00:00,2022-06-17 12:59:24.7530000 +00:00
58266,2022-06-21,2022-06-21 13:00:12.9670000 +00:00,2022-06-21 13:00:12.9670000 +00:00
58267,2022-06-20,2022-06-21 13:00:12.9680000 +00:00,2022-06-21 13:00:12.9680000 +00:00
58268,2022-06-19,2022-06-21 13:00:12.9680000 +00:00,2022-06-21 13:00:12.9680000 +00:00
58269,2022-06-18,2022-06-21 13:00:12.9680000 +00:00,2022-06-21 13:00:12.9680000 +00:00
58270,2022-06-22,2022-06-22 13:00:03.9030000 +00:00,2022-06-22 13:00:03.9030000 +00:00
58271,2022-06-23,2022-06-23 13:00:02.6490000 +00:00,2022-06-23 13:00:02.6490000 +00:00
58272,2022-06-24,2022-06-24 13:00:03.3580000 +00:00,2022-06-24 13:00:03.3580000 +00:00
58273,2022-06-27,2022-06-27 13:00:10.5170000 +00:00,2022-06-27 13:00:10.5170000 +00:00
58274,2022-06-26,2022-06-27 13:00:10.5180000 +00:00,2022-06-27 13:00:10.5180000 +00:00
58275,2022-06-25,2022-06-27 13:00:10.5180000 +00:00,2022-06-27 13:00:10.5180000 +00:00
58276,2022-06-28,2022-06-28 13:00:03.6580000 +00:00,2022-06-28 13:00:03.6580000 +00:00
58277,2022-06-29,2022-06-29 13:00:03.6770000 +00:00,2022-06-29 13:00:03.6770000 +00:00
58278,2022-06-30,2022-06-30 13:00:03.2430000 +00:00,2022-06-30 13:00:03.2430000 +00:00
58279,2022-07-01,2022-07-01 13:00:03.5890000 +00:00,2022-07-01 13:00:03.5890000 +00:00
58280,2022-08-03,2022-08-03 12:10:10.5790000 +00:00,2022-08-03 12:10:10.5790000 +00:00
58281,2022-08-02,2022-08-03 12:10:10.5800000 +00:00,2022-08-03 12:10:10.5800000 +00:00
58282,2022-08-01,2022-08-03 12:10:10.5800000 +00:00,2022-08-03 12:10:10.5800000 +00:00
58283,2022-07-31,2022-08-03 12:10:10.5800000 +00:00,2022-08-03 12:10:10.5800000 +00:00
58284,2022-07-30,2022-08-03 12:10:10.5810000 +00:00,2022-08-03 12:10:10.5810000 +00:00
58285,2022-07-29,2022-08-03 12:10:10.5810000 +00:00,2022-08-03 12:10:10.5810000 +00:00
58286,2022-07-28,2022-08-03 12:10:10.5810000 +00:00,2022-08-03 12:10:10.5810000 +00:00
58287,2022-07-27,2022-08-03 12:10:10.5820000 +00:00,2022-08-03 12:10:10.5820000 +00:00
58288,2022-07-26,2022-08-03 12:10:10.5820000 +00:00,2022-08-03 12:10:10.5820000 +00:00
58289,2022-07-25,2022-08-03 12:10:10.5820000 +00:00,2022-08-03 12:10:10.5820000 +00:00
58290,2022-07-24,2022-08-03 12:10:10.5820000 +00:00,2022-08-03 12:10:10.5820000 +00:00
58291,2022-07-23,2022-08-03 12:10:10.5820000 +00:00,2022-08-03 12:10:10.5820000 +00:00
58292,2022-07-22,2022-08-03 12:10:10.5830000 +00:00,2022-08-03 12:10:10.5830000 +00:00
58293,2022-07-21,2022-08-03 12:10:10.5830000 +00:00,2022-08-03 12:10:10.5830000 +00:00
58294,2022-07-20,2022-08-03 12:10:10.5830000 +00:00,2022-08-03 12:10:10.5830000 +00:00
58295,2022-07-19,2022-08-03 12:10:10.5830000 +00:00,2022-08-03 12:10:10.5830000 +00:00
58296,2022-07-18,2022-08-03 12:10:10.5830000 +00:00,2022-08-03 12:10:10.5830000 +00:00
58297,2022-07-17,2022-08-03 12:10:10.5830000 +00:00,2022-08-03 12:10:10.5830000 +00:00
58298,2022-07-16,2022-08-03 12:10:10.5830000 +00:00,2022-08-03 12:10:10.5830000 +00:00
58299,2022-07-15,2022-08-03 12:10:10.5830000 +00:00,2022-08-03 12:10:10.5830000 +00:00
58300,2022-07-14,2022-08-03 12:10:10.5840000 +00:00,2022-08-03 12:10:10.5840000 +00:00
58301,2022-07-13,2022-08-03 12:10:10.5840000 +00:00,2022-08-03 12:10:10.5840000 +00:00
58302,2022-07-12,2022-08-03 12:10:10.5840000 +00:00,2022-08-03 12:10:10.5840000 +00:00
58303,2022-07-11,2022-08-03 12:10:10.5840000 +00:00,2022-08-03 12:10:10.5840000 +00:00
